ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,Incumplimiento,Vivienda,Consumo,Contacto,Mes,Dias,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
19391,58,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
12146,27,unemployed,single,university.degree,no,yes,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,1
30714,60,retired,married,basic.4y,no,no,no,cellular,oct,mon,1,999,1,failure,-3.4,92431.0,-26.9,0.7390000000000001,5017.5,0
5920,41,admin.,single,high.school,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93994.0,-36.4,4864.0,5191.0,0
616,36,services,single,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
25824,35,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92893.0,-46.2,1313.0,5099.1,0
27399,34,admin.,married,university.degree,no,no,yes,cellular,may,wed,4,999,1,failure,-1.8,92893.0,-46.2,1281.0,5099.1,0
13625,46,blue-collar,married,high.school,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
10984,30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
25978,34,blue-collar,married,university.degree,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92893.0,-46.2,1313.0,5099.1,0
31076,52,technician,married,professional.course,no,yes,no,telephone,nov,fri,2,3,1,success,-3.4,92649.0,-30.1,0.7140000000000001,5017.5,0
10612,31,management,single,university.degree,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
3003,36,services,single,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
30227,64,retired,married,unknown,no,no,no,cellular,aug,fri,4,999,0,nonexistent,-2.9,92201.0,-31.4,0.8490000000000001,5076.2,1
26530,51,blue-collar,divorced,high.school,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92893.0,-46.2,1291.0,5099.1,0
31995,50,blue-collar,married,basic.4y,no,no,no,cellular,jun,tue,4,999,1,failure,-1.7,94055.0,-39.8,0.7609999999999999,4991.6,0
26227,30,services,single,high.school,no,yes,yes,cellular,may,mon,1,999,2,failure,-1.8,92893.0,-46.2,1299.0,5099.1,0
5367,27,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
26809,43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92893.0,-46.2,1291.0,5099.1,1
3320,51,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
2708,53,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
5121,51,retired,married,professional.course,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
27925,29,blue-collar,single,unknown,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92893.0,-46.2,1.25,5099.1,0
31272,42,admin.,married,university.degree,no,no,no,telephone,dec,fri,5,6,1,success,-3.0,92713.0,-33.0,0.71,5023.5,0
21534,57,admin.,divorced,university.degree,unknown,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4076.0,5195.8,0
29473,64,retired,married,unknown,no,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
29414,25,technician,single,basic.9y,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92963.0,-40.8,1268.0,5076.2,1
24120,58,retired,married,basic.4y,no,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93075.0,-47.1,1365.0,5099.1,0
399,33,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
30838,32,technician,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.728,5017.5,1
8902,60,admin.,married,university.degree,unknown,no,no,telephone,jun,wed,11,999,0,nonexistent,1.4,94465.0,-41.8,4962.0,5228.1,0
29308,42,admin.,single,university.degree,no,unknown,unknown,telephone,jun,wed,2,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
1688,30,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,mon,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
4161,46,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
17152,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
23941,49,services,married,high.school,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
19206,60,admin.,married,basic.9y,no,no,no,cellular,aug,fri,11,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
27958,45,admin.,married,university.degree,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92893.0,-46.2,1.25,5099.1,0
21331,30,services,married,high.school,unknown,no,yes,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4076.0,5195.8,0
26686,37,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92893.0,-46.2,1291.0,5099.1,1
11434,36,admin.,married,university.degree,no,no,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
27057,23,student,single,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92893.0,-46.2,1281.0,5099.1,0
25995,39,services,married,high.school,unknown,yes,yes,telephone,may,fri,4,999,1,failure,-1.8,92893.0,-46.2,1313.0,5099.1,0
19057,60,retired,married,high.school,no,no,no,cellular,aug,thu,10,999,0,nonexistent,1.4,93444.0,-36.1,4962.0,5228.1,0
14893,28,services,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
14614,32,admin.,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
26770,41,housemaid,married,basic.6y,no,yes,no,cellular,may,tue,4,999,1,failure,-1.8,92893.0,-46.2,1291.0,5099.1,0
13710,51,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
24512,44,self-employed,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92893.0,-46.2,1354.0,5099.1,0
30739,58,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,1,999,1,failure,-3.4,92431.0,-26.9,0.737,5017.5,0
15357,45,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93444.0,-36.1,4968.0,5228.1,0
10919,30,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
24553,40,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,4,999,2,failure,-1.8,92893.0,-46.2,1344.0,5099.1,0
18052,30,admin.,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
19541,31,blue-collar,married,basic.9y,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
31694,29,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,93876.0,-40.0,0.672,5008.7,1
9332,35,admin.,married,high.school,no,yes,yes,telephone,jun,fri,9,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
22522,55,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93075.0,-47.1,1466.0,5099.1,0
16660,46,management,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
9713,41,blue-collar,married,professional.course,unknown,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94465.0,-41.8,4947.0,5228.1,0
21573,30,blue-collar,single,high.school,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4076.0,5195.8,0
11825,24,services,single,high.school,no,no,no,telephone,jul,wed,14,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
9575,39,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
25634,30,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92893.0,-46.2,1327.0,5099.1,0
15915,32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
9373,35,admin.,married,high.school,no,no,no,telephone,jun,fri,21,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
21788,40,management,married,high.school,no,no,yes,cellular,nov,fri,5,999,1,failure,-0.1,93.2,-42.0,4021.0,5195.8,0
22378,33,blue-collar,married,professional.course,no,yes,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93075.0,-47.1,1498.0,5099.1,0
20052,50,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4153.0,5195.8,0
30898,59,retired,divorced,basic.4y,no,yes,no,telephone,oct,fri,4,999,0,nonexistent,-3.4,92431.0,-26.9,0.72,5017.5,0
31486,30,student,single,unknown,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93369.0,-34.8,0.635,5008.7,1
16511,31,housemaid,married,basic.4y,no,no,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93444.0,-36.1,4966.0,5228.1,0
24650,38,technician,married,professional.course,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92893.0,-46.2,1344.0,5099.1,0
29261,57,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92963.0,-40.8,1.26,5076.2,0
12389,37,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,1
14872,44,technician,married,professional.course,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
18594,46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
1241,29,admin.,single,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
14546,31,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
25809,45,technician,single,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92893.0,-46.2,1313.0,5099.1,0
32435,44,retired,single,high.school,no,no,no,cellular,aug,mon,4,999,0,nonexistent,-1.7,94027.0,-38.3,0.8959999999999999,4991.6,1
11991,35,student,married,basic.9y,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
9418,56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
11576,34,blue-collar,married,basic.4y,no,no,no,telephone,jul,mon,4,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
16613,57,admin.,married,university.degree,no,no,no,cellular,aug,wed,6,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
20791,39,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
22021,57,services,married,unknown,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
19319,30,blue-collar,married,basic.9y,no,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,1
11258,32,technician,married,unknown,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
12459,56,admin.,married,university.degree,no,no,no,telephone,jul,fri,9,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
26146,37,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92893.0,-46.2,1299.0,5099.1,0
31430,82,retired,married,professional.course,no,yes,no,telephone,mar,mon,2,999,0,nonexistent,-1.8,93369.0,-34.8,0.6459999999999999,5008.7,1
26684,34,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92893.0,-46.2,1291.0,5099.1,0
2332,48,admin.,married,university.degree,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93994.0,-36.4,4859.0,5191.0,0
10772,33,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
22907,29,admin.,single,university.degree,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93075.0,-47.1,1.41,5099.1,1
15084,25,student,single,high.school,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93918.0,-42.7,4968.0,5228.1,0
19765,33,blue-collar,married,basic.9y,no,yes,no,telephone,nov,mon,3,999,1,failure,-0.1,93.2,-42.0,4191.0,5195.8,0
16725,53,services,married,high.school,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
16973,43,management,married,university.degree,no,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
28681,38,technician,single,basic.9y,no,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92893.0,-46.2,1244.0,5099.1,0
14262,60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,1
7197,36,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,10,999,0,nonexistent,1.4,94465.0,-41.8,4866.0,5228.1,0
21746,57,management,divorced,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
5725,36,admin.,married,university.degree,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,0
31691,24,student,single,high.school,no,yes,no,cellular,may,wed,1,3,5,success,-1.8,93876.0,-40.0,0.672,5008.7,1
11269,31,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
5929,51,services,married,high.school,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93994.0,-36.4,4864.0,5191.0,0
1535,36,admin.,married,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
25639,26,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92893.0,-46.2,1327.0,5099.1,0
12286,32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,0
30842,61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.7240000000000001,5017.5,0
4496,28,services,single,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
1498,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
26731,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92893.0,-46.2,1291.0,5099.1,0
12299,32,services,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
7931,29,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
22178,61,admin.,married,university.degree,no,yes,no,cellular,mar,mon,6,999,0,nonexistent,-1.8,92843.0,-50.0,1811.0,5099.1,0
6361,56,technician,married,university.degree,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4865.0,5228.1,0
30463,40,unemployed,married,professional.course,no,no,yes,telephone,sep,fri,1,999,0,nonexistent,-3.4,92379.0,-29.8,0.773,5017.5,1
28782,34,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92893.0,-46.2,1264.0,5099.1,0
30700,28,admin.,single,university.degree,no,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92431.0,-26.9,0.7390000000000001,5017.5,0
6980,40,admin.,divorced,basic.6y,unknown,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94465.0,-41.8,4864.0,5228.1,0
31970,83,retired,divorced,basic.4y,no,no,yes,cellular,jun,fri,2,999,0,nonexistent,-1.7,94055.0,-39.8,0.748,4991.6,1
9962,34,technician,single,university.degree,no,no,yes,cellular,jul,mon,5,999,0,nonexistent,1.4,93918.0,-42.7,4.96,5228.1,0
1523,27,services,married,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93994.0,-36.4,4855.0,5191.0,0
19814,40,blue-collar,married,basic.9y,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
27427,59,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,6,999,1,failure,-1.8,92893.0,-46.2,1266.0,5099.1,0
9300,29,technician,married,professional.course,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,1
22179,26,student,single,basic.9y,no,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92843.0,-50.0,1811.0,5099.1,1
9327,26,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
17125,30,technician,single,professional.course,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,0
19597,46,admin.,divorced,high.school,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
14098,45,admin.,married,high.school,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
18219,32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
23375,41,technician,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,0
32700,29,admin.,single,university.degree,no,no,no,cellular,sep,tue,2,3,3,success,-1.1,94199.0,-37.5,0.88,4963.6,1
23824,44,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,apr,mon,3,999,2,failure,-1.8,93075.0,-47.1,1405.0,5099.1,0
22665,34,admin.,single,professional.course,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93075.0,-47.1,1445.0,5099.1,0
6044,26,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93994.0,-36.4,4864.0,5191.0,0
13379,49,self-employed,divorced,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,1
26042,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92893.0,-46.2,1313.0,5099.1,0
3565,46,management,married,basic.9y,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
14671,39,admin.,married,high.school,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
10925,27,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
10660,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
22722,30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93075.0,-47.1,1435.0,5099.1,0
9320,36,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
29494,29,admin.,single,high.school,no,yes,no,cellular,jun,mon,1,3,1,success,-2.9,92963.0,-40.8,1.26,5076.2,1
26963,33,technician,single,university.degree,no,no,no,telephone,may,wed,1,999,1,failure,-1.8,92893.0,-46.2,1281.0,5099.1,0
21986,44,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,0
30989,33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,2,3,3,success,-3.4,92649.0,-30.1,0.715,5017.5,1
15184,45,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93444.0,-36.1,4.97,5228.1,0
6028,46,management,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93994.0,-36.4,4864.0,5191.0,0
21567,41,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4076.0,5195.8,0
31989,68,retired,married,basic.4y,unknown,yes,no,cellular,jun,mon,3,999,0,nonexistent,-1.7,94055.0,-39.8,0.754,4991.6,0
14261,47,services,divorced,basic.4y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
10756,57,blue-collar,married,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
12119,30,unemployed,married,professional.course,no,unknown,unknown,cellular,jul,thu,6,999,0,nonexistent,1.4,93918.0,-42.7,4958.0,5228.1,0
19746,31,services,single,high.school,unknown,yes,no,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4191.0,5195.8,0
3591,39,management,married,high.school,no,yes,yes,telephone,may,tue,10,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
7822,30,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94465.0,-41.8,4961.0,5228.1,0
28249,34,services,married,high.school,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92893.0,-46.2,1.25,5099.1,0
26320,31,technician,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92893.0,-46.2,1299.0,5099.1,0
6360,58,retired,married,high.school,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94465.0,-41.8,4865.0,5228.1,0
3445,44,admin.,divorced,university.degree,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93994.0,-36.4,4856.0,5191.0,0
18016,51,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,0
4294,38,services,married,high.school,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
31500,78,retired,married,basic.4y,no,yes,no,telephone,mar,fri,1,999,0,nonexistent,-1.8,93369.0,-34.8,0.636,5008.7,0
29179,26,admin.,married,high.school,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92963.0,-40.8,1262.0,5076.2,0
14477,25,services,single,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
3259,27,student,single,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
381,41,management,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
19976,35,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4153.0,5195.8,0
26082,44,technician,married,professional.course,no,no,no,cellular,may,mon,6,999,1,failure,-1.8,92893.0,-46.2,1299.0,5099.1,0
11724,37,services,married,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
11888,56,admin.,married,high.school,unknown,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
7201,38,housemaid,married,basic.9y,unknown,unknown,unknown,telephone,jun,thu,1,999,0,nonexistent,1.4,94465.0,-41.8,4866.0,5228.1,0
30846,40,admin.,married,high.school,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-3.4,92431.0,-26.9,0.7240000000000001,5017.5,0
28420,57,services,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92893.0,-46.2,1244.0,5099.1,0
9540,25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94465.0,-41.8,4959.0,5228.1,0
8322,57,technician,married,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94465.0,-41.8,4.96,5228.1,0
12294,32,services,married,high.school,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93918.0,-42.7,4957.0,5228.1,0
8138,43,management,married,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94465.0,-41.8,4958.0,5228.1,0
28971,61,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92893.0,-46.2,1.27,5099.1,0
16545,30,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93444.0,-36.1,4965.0,5228.1,0
11597,38,retired,single,basic.6y,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,0
13153,31,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
11556,27,admin.,married,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,0
11189,35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93918.0,-42.7,4963.0,5228.1,0
4403,46,self-employed,married,basic.9y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
3687,60,housemaid,married,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93994.0,-36.4,4858.0,5191.0,0
31001,30,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-3.4,92649.0,-30.1,0.715,5017.5,0
97,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
21455,41,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,3,999,1,failure,-0.1,93.2,-42.0,4076.0,5195.8,0
